,datetime,neutral,positive,negative
106,2022-08-16,0.53275514,0.32350886,0.14373605
107,2022-08-17,0.47921753,0.24108164,0.27970085
108,2022-08-18,0.5008673,0.30668074,0.192452
109,2022-08-19,0.56897485,0.23282315,0.19820206
110,2022-08-20,0.6684311,0.10130558,0.23026335
111,2022-08-21,0.4320157,0.4335992,0.13438511
112,2022-08-22,0.5956623,0.22075142,0.18358634
113,2022-08-23,0.60789484,0.22190623,0.17019893
114,2022-08-24,0.5668189,0.19960171,0.23357941
115,2022-08-25,0.522295,0.3355719,0.14213313
116,2022-08-26,0.6016378,0.19959293,0.1987693
117,2022-08-27,0.32117307,0.36420062,0.31462628
118,2022-08-28,0.553018,0.37176424,0.07521776
119,2022-08-29,0.5586195,0.2098198,0.2315607
120,2022-08-30,0.5989066,0.20902914,0.19206427
121,2022-08-31,0.6357257,0.1924115,0.1718628
122,2022-09-01,0.55085564,0.21702737,0.23211703
123,2022-09-02,0.5328474,0.21540777,0.25174484
124,2022-09-03,0.5435455,0.22061433,0.2358402
125,2022-09-04,0.6383318,0.2695693,0.09209895
126,2022-09-05,0.53959745,0.33847275,0.12192979
127,2022-09-06,0.57941973,0.19797611,0.22260413
128,2022-09-07,0.6311698,0.22903734,0.13979286
129,2022-09-08,0.52998006,0.33334813,0.13667184
130,2022-09-09,0.68114686,0.21465829,0.1041949
131,2022-09-10,0.69230276,0.15138371,0.15631351
132,2022-09-11,0.7346233,0.21076488,0.05461183
133,2022-09-12,0.55200195,0.29058924,0.1574088
134,2022-09-13,0.49860245,0.27362826,0.22776929
135,2022-09-14,0.5534328,0.28900975,0.15755741
136,2022-09-15,0.5490186,0.25716606,0.19381537
137,2022-09-16,0.44517502,0.16483867,0.38998634
138,2022-09-17,0.51653844,0.24323453,0.24022701
139,2022-09-18,0.65196717,0.20640692,0.14162596
140,2022-09-19,0.5538264,0.23302701,0.21314655
141,2022-09-20,0.46923617,0.22740267,0.30336118
142,2022-09-21,0.6199935,0.24157776,0.1384287
143,2022-09-22,0.56834716,0.25188282,0.17977002
144,2022-09-23,0.56598127,0.21985309,0.21416563
145,2022-09-24,0.39335668,0.28974983,0.31689352
146,2022-09-25,0.6594793,0.20372659,0.13679408
147,2022-09-26,0.62607974,0.21007378,0.16384645
148,2022-09-27,0.6012677,0.19317839,0.20555392
149,2022-09-28,0.48399752,0.31960055,0.1964019
150,2022-09-29,0.513106,0.18400048,0.30289352
151,2022-09-30,0.55859375,0.17943172,0.26197448
152,2022-10-01,0.5120196,0.2942571,0.19372334
153,2022-10-02,0.33885798,0.28742683,0.3737152
154,2022-10-03,0.48094332,0.24140114,0.27765557
155,2022-10-04,0.6112783,0.22936007,0.1593616
156,2022-10-05,0.6564766,0.20532879,0.13819459
157,2022-10-06,0.50920266,0.24689145,0.24390587
158,2022-10-07,0.5922856,0.20008247,0.20763192
159,2022-10-08,0.537031,0.16109428,0.30187473
160,2022-10-09,0.4516806,0.32004175,0.22827768
161,2022-10-10,0.5508415,0.24071822,0.20844032
162,2022-10-11,0.5513292,0.26021662,0.1884542
163,2022-10-12,0.551298,0.3329156,0.115786426
164,2022-10-13,0.5460715,0.23247539,0.22145312
165,2022-10-14,0.45691684,0.2759347,0.26714844
166,2022-10-15,0.4064782,0.2608903,0.33263147
167,2022-10-16,0.6096813,0.23016998,0.16014874
168,2022-10-17,0.49984244,0.34914148,0.15101612
169,2022-10-18,0.47446167,0.3594506,0.16608772
170,2022-10-19,0.4134929,0.41161644,0.1748907
171,2022-10-20,0.4736753,0.33283257,0.1934921
172,2022-10-21,0.44541073,0.3475854,0.20700389
173,2022-10-22,0.34158766,0.40702248,0.25138986
174,2022-10-23,0.54470754,0.22492136,0.23037113
175,2022-10-24,0.40830088,0.30670422,0.2849949
176,2022-10-25,0.40762204,0.34284022,0.24953777
177,2022-10-26,0.38679677,0.28583813,0.3273651
178,2022-10-27,0.43696153,0.33756042,0.22547805
179,2022-10-28,0.4285664,0.29760596,0.27382764
180,2022-10-29,0.48355642,0.32125553,0.19518806
181,2022-10-30,0.49423593,0.22108638,0.28467762
182,2022-10-31,0.5396282,0.26774845,0.19262338
183,2022-11-01,0.47169346,0.39248055,0.13582599
184,2022-11-02,0.45384294,0.2814518,0.26470524
185,2022-11-03,0.50919086,0.29575112,0.19505797
186,2022-11-04,0.45930657,0.29464152,0.2460519
187,2022-11-05,0.55864865,0.18994454,0.25140685
188,2022-11-06,0.56486106,0.2797618,0.15537715
189,2022-11-07,0.5046309,0.23694892,0.25842014
190,2022-11-08,0.5090641,0.3045795,0.1863564
191,2022-11-09,0.46093294,0.26005113,0.27901593
192,2022-11-10,0.5649953,0.27316636,0.16183837
193,2022-11-11,0.4672771,0.307433,0.22528993
194,2022-11-12,0.4153921,0.36478025,0.21982764
195,2022-11-13,0.5012189,0.3692006,0.12958051
196,2022-11-14,0.5297804,0.22555713,0.24466248
197,2022-11-15,0.49643934,0.3423654,0.16119522
198,2022-11-16,0.44138464,0.27942508,0.27919024
199,2022-11-17,0.57848406,0.19270566,0.22881028
200,2022-11-18,0.46591386,0.30362362,0.23046254
201,2022-11-19,0.5119147,0.23931526,0.24877007
202,2022-11-20,0.60377085,0.24245025,0.1537789
203,2022-11-21,0.49434012,0.25211087,0.25354898
204,2022-11-22,0.5452703,0.24834041,0.20638925
205,2022-11-23,0.518883,0.20029445,0.28082255
206,2022-11-24,0.48120835,0.24585876,0.2729329
207,2022-11-25,0.43839878,0.23865007,0.32295117
208,2022-11-26,0.61318195,0.20389493,0.18292312
209,2022-11-27,0.60169655,0.27939826,0.118905194
210,2022-11-28,0.52743137,0.19718076,0.27538788
211,2022-11-29,0.5075801,0.22691132,0.26550856
212,2022-11-30,0.53558815,0.26460898,0.1998029
213,2022-12-01,0.52923197,0.2613521,0.20941596
214,2022-12-02,0.60223037,0.24984956,0.14792006
215,2022-12-03,0.41616455,0.32601893,0.25781652
216,2022-12-04,0.6308582,0.22610448,0.1430373
217,2022-12-05,0.53162134,0.28024974,0.18812889
218,2022-12-06,0.507456,0.22719312,0.2653509
219,2022-12-07,0.5326983,0.19539076,0.27191097
220,2022-12-08,0.5124,0.25071016,0.23688991
221,2022-12-09,0.49747005,0.27704751,0.22548243
222,2022-12-10,0.48765156,0.3481716,0.16417685
223,2022-12-11,0.5680045,0.15973288,0.27226263
224,2022-12-12,0.5538054,0.32572076,0.120473824
225,2022-12-13,0.48325822,0.37625715,0.1404846
226,2022-12-14,0.5389551,0.26034287,0.20070206
227,2022-12-15,0.5193647,0.25210676,0.22852853
228,2022-12-16,0.5198169,0.2620378,0.21814528
229,2022-12-17,0.45398328,0.3776643,0.16835243
230,2022-12-18,0.633944,0.14551935,0.22053668
231,2022-12-19,0.5757532,0.24171586,0.18253094
232,2022-12-20,0.63763124,0.17129852,0.19107023
233,2022-12-21,0.45206702,0.330658,0.21727496
234,2022-12-22,0.55857426,0.16360947,0.27781627
235,2022-12-23,0.5410299,0.16251805,0.29645208
236,2022-12-24,0.45814162,0.30555165,0.23630676
237,2022-12-25,0.6603828,0.06651502,0.2731021
238,2022-12-26,0.55065864,0.17156513,0.27777624
239,2022-12-27,0.48169413,0.2751474,0.24315846
240,2022-12-28,0.6010092,0.1567977,0.24219309
241,2022-12-29,0.39429402,0.366827,0.23887894
242,2022-12-30,0.6148534,0.2220669,0.16307968
243,2022-12-31,0.6218544,0.20184694,0.17629866
244,2023-01-01,0.6055584,0.26921132,0.1252303
245,2023-01-02,0.17707247,0.61841714,0.20451044
246,2023-01-03,0.5129126,0.24844672,0.23864068
247,2023-01-04,0.49339813,0.24244985,0.26415205
248,2023-01-05,0.4647628,0.30084765,0.23438953
249,2023-01-06,0.43889257,0.25497776,0.30612966
250,2023-01-07,0.3640575,0.38876763,0.24717484
251,2023-01-08,0.49868342,0.3349291,0.16638748
252,2023-01-09,0.5897091,0.25629935,0.15399155
253,2023-01-10,0.51983094,0.2536036,0.22656545
254,2023-01-11,0.5354235,0.23313762,0.23143883
255,2023-01-12,0.5321839,0.27470964,0.19310646
256,2023-01-13,0.38767627,0.32687706,0.2854467
257,2023-01-14,0.5725459,0.33030877,0.09714532
258,2023-01-15,0.6639875,0.25984225,0.076170206
259,2023-01-16,0.59566,0.13991104,0.264429
260,2023-01-17,0.4462221,0.2313402,0.3224377
261,2023-01-18,0.5857549,0.20517556,0.20906956
262,2023-01-19,0.5684054,0.22137193,0.2102227
263,2023-01-20,0.4995294,0.26926526,0.23120534
264,2023-01-21,0.28720412,0.43362737,0.27916852
265,2023-01-22,0.51035124,0.34268495,0.14696382
266,2023-01-23,0.5221601,0.27703673,0.20080315
267,2023-01-24,0.4641802,0.2606412,0.2751786
268,2023-01-25,0.44375226,0.27176386,0.28448388
269,2023-01-26,0.47016913,0.32705033,0.20278059
270,2023-01-27,0.48697108,0.3079877,0.20504121
271,2023-01-28,0.5231413,0.31177595,0.16508268
272,2023-01-29,0.6330764,0.23687065,0.1300529
273,2023-01-30,0.5545817,0.23583521,0.20958309
274,2023-01-31,0.42291227,0.37306395,0.2040238
275,2023-02-01,0.52132964,0.2807366,0.19793376
276,2023-02-02,0.41596943,0.33324248,0.25078806
277,2023-02-03,0.47209263,0.24906714,0.27884024
278,2023-02-04,0.4655068,0.3548606,0.17963257
279,2023-02-05,0.45810196,0.18854745,0.35335058
280,2023-02-06,0.5582111,0.2535302,0.18825874
281,2023-02-07,0.53463167,0.28448543,0.18088292
282,2023-02-08,0.48572847,0.29269275,0.22157879
283,2023-02-09,0.5152011,0.31712553,0.16767338
284,2023-02-10,0.5077547,0.22524798,0.26699734
285,2023-02-11,0.70703804,0.14786789,0.14509404
286,2023-02-12,0.33379102,0.42718124,0.23902771
287,2023-02-13,0.601011,0.25487557,0.14411345
288,2023-02-14,0.5658107,0.31059352,0.12359583
289,2023-02-15,0.5519157,0.2636388,0.1844455
290,2023-02-16,0.5435198,0.21451667,0.24196355
291,2023-02-17,0.5852568,0.23162568,0.18311751
292,2023-02-18,0.517086,0.27087912,0.21203482
293,2023-02-19,0.52284503,0.24226937,0.23488565
294,2023-02-20,0.48430526,0.34106377,0.17463098
295,2023-02-21,0.5185859,0.2420411,0.239373
296,2023-02-22,0.57088536,0.24841705,0.18069762
297,2023-02-23,0.5312465,0.27870074,0.19005279
298,2023-02-24,0.580725,0.17210625,0.2471687
299,2023-02-25,0.74412835,0.17953387,0.076337755
300,2023-02-26,0.5509841,0.22279364,0.2262223
301,2023-02-27,0.61050206,0.2624554,0.12704252
302,2023-02-28,0.519309,0.303629,0.17706196
303,2023-03-01,0.5846211,0.21457526,0.20080364
304,2023-03-02,0.59499884,0.25406584,0.1509353
305,2023-03-03,0.5483628,0.248672,0.20296521
306,2023-03-04,0.5682218,0.21306822,0.21871
307,2023-03-05,0.3396467,0.3719038,0.28844953
308,2023-03-06,0.58354574,0.2656445,0.15080976
309,2023-03-07,0.5862841,0.27201134,0.14170457
310,2023-03-08,0.5773929,0.24784523,0.17476189
311,2023-03-09,0.5756102,0.24078667,0.18360317
312,2023-03-10,0.5656858,0.22579579,0.2085184
313,2023-03-11,0.6375272,0.23142959,0.13104317
314,2023-03-12,0.5954602,0.23013529,0.17440452
315,2023-03-13,0.5626214,0.2733553,0.16402328
316,2023-03-14,0.5533582,0.31003445,0.13660733
317,2023-03-15,0.4916101,0.30266744,0.20572245
318,2023-03-16,0.5870345,0.3056127,0.10735276
319,2023-03-17,0.5367456,0.28876817,0.17448623
320,2023-03-18,0.62973297,0.12814805,0.242119
321,2023-03-19,0.56479675,0.23979385,0.19540939
322,2023-03-20,0.5325563,0.3253509,0.14209276
323,2023-03-21,0.54892564,0.34022155,0.110852815
324,2023-03-22,0.5927626,0.25606108,0.15117635
325,2023-03-23,0.5572942,0.30187264,0.14083317
326,2023-03-24,0.54711837,0.27502102,0.17786062
327,2023-03-25,0.49009705,0.37858897,0.13131396
328,2023-03-26,0.4092198,0.30170554,0.28907466
329,2023-03-27,0.53150356,0.3074784,0.16101807
330,2023-03-28,0.5959696,0.25859475,0.14543565
331,2023-03-29,0.5680535,0.2563902,0.17555632
332,2023-03-30,0.46985048,0.35666937,0.17348018
333,2023-03-31,0.49721062,0.32420015,0.17858922
334,2023-04-01,0.32620353,0.5487121,0.1250844
335,2023-04-02,0.43747583,0.39295074,0.16957341
336,2023-04-03,0.54008263,0.30399293,0.1559244
337,2023-04-04,0.52322304,0.31846195,0.15831497
338,2023-04-05,0.5282658,0.24717766,0.22455655
339,2023-04-06,0.49085876,0.2377405,0.2714007
340,2023-04-07,0.43979967,0.2218845,0.3383158
341,2023-04-08,0.65505517,0.23513715,0.10980769
342,2023-04-09,0.6913114,0.1130578,0.19563076
343,2023-04-10,0.42368856,0.27235347,0.303958
344,2023-04-11,0.54997146,0.29166692,0.15836157
345,2023-04-12,0.57699734,0.29268736,0.13031533
346,2023-04-13,0.5246002,0.3026921,0.17270772
347,2023-04-14,0.3445034,0.42593494,0.22956167
348,2023-04-15,0.5495239,0.21121667,0.23925944
349,2023-04-16,0.5338446,0.2449364,0.221219
350,2023-04-17,0.5295806,0.29303086,0.17738858
351,2023-04-18,0.43989116,0.34973207,0.21037675
352,2023-04-19,0.46324748,0.2684747,0.26827782
353,2023-04-20,0.43404603,0.26362917,0.30232483
354,2023-04-21,0.4519719,0.31547362,0.2325545
355,2023-04-22,0.604348,0.29239544,0.10325653
356,2023-04-23,0.51249313,0.1396541,0.3478528
357,2023-04-24,0.573579,0.24112882,0.1852922
358,2023-04-25,0.42448118,0.37543896,0.20007989
359,2023-04-26,0.3699972,0.38133964,0.24866317
360,2023-04-27,0.33114165,0.4460614,0.22279693
361,2023-04-28,0.45240206,0.32351878,0.22407918
362,2023-04-29,0.31572172,0.2935191,0.3907592
363,2023-04-30,0.57001567,0.23006754,0.19991675
364,2023-05-01,0.43957362,0.29694244,0.2634839
365,2023-05-02,0.53303915,0.27470705,0.19225377
366,2023-05-03,0.42527983,0.30310562,0.27161455
367,2023-05-04,0.45939112,0.36272717,0.1778817
368,2023-05-05,0.44755378,0.38833892,0.16410732
369,2023-05-06,0.6002735,0.25351176,0.14621475
370,2023-05-07,0.6049261,0.18393801,0.21113591
371,2023-05-08,0.55007637,0.29033998,0.15958361
372,2023-05-09,0.57152003,0.26597747,0.16250254
373,2023-05-10,0.53739345,0.30007356,0.16253294
374,2023-05-11,0.47984767,0.25952217,0.26063016
375,2023-05-12,0.52234364,0.21657354,0.26108283
376,2023-05-13,0.4881056,0.24294043,0.268954
377,2023-05-14,0.4842943,0.30604118,0.20966451
378,2023-05-15,0.5741256,0.2660678,0.15980661
379,2023-05-16,0.51594216,0.21073586,0.27332202
380,2023-05-17,0.47582653,0.28748038,0.2366931
381,2023-05-18,0.4551686,0.3712343,0.17359704
382,2023-05-19,0.5368095,0.2640392,0.19915128
383,2023-05-20,0.5762921,0.14005423,0.28365368
384,2023-05-21,0.47930783,0.22205083,0.29864138
385,2023-05-22,0.50097907,0.2856865,0.21333447
386,2023-05-23,0.5806243,0.17966191,0.23971382
387,2023-05-24,0.5522296,0.25281516,0.19495527
388,2023-05-25,0.42918128,0.3740653,0.19675341
389,2023-05-26,0.4769927,0.3233579,0.1996494
390,2023-05-27,0.47468823,0.42958775,0.095724024
391,2023-05-28,0.41775644,0.3464341,0.23580948
392,2023-05-29,0.42190972,0.43545365,0.14263663
393,2023-05-30,0.53221434,0.32802984,0.13975582
394,2023-05-31,0.535422,0.28411543,0.18046251
395,2023-06-01,0.5233647,0.27214503,0.20449026
396,2023-06-02,0.55677146,0.31852263,0.124705955
397,2023-06-03,0.6242445,0.23451716,0.14123835
398,2023-06-04,0.44598258,0.35445878,0.19955865
399,2023-06-05,0.54274535,0.27886495,0.1783897
400,2023-06-06,0.5164356,0.23556897,0.2479954
401,2023-06-07,0.5282702,0.3207591,0.15097076
402,2023-06-08,0.551221,0.31299272,0.13578628
403,2023-06-09,0.5257787,0.3733753,0.10084605
404,2023-06-10,0.4598762,0.26241857,0.27770522
405,2023-06-11,0.71982366,0.12169697,0.15847938
406,2023-06-12,0.4841181,0.36046892,0.15541299
407,2023-06-13,0.53429896,0.32923976,0.1364613
408,2023-06-14,0.51766986,0.29406783,0.1882623
409,2023-06-15,0.48680645,0.3169459,0.19624761
410,2023-06-16,0.56723815,0.32360727,0.10915459
411,2023-06-17,0.549796,0.23453736,0.21566668
412,2023-06-18,0.4628746,0.3545592,0.18256621
413,2023-06-19,0.656373,0.22939804,0.114228904
414,2023-06-20,0.5314337,0.2868318,0.18173452
415,2023-06-21,0.49550217,0.21633202,0.2881658
416,2023-06-22,0.48306584,0.3398578,0.17707635
417,2023-06-23,0.492704,0.27098158,0.23631442
418,2023-06-24,0.59286445,0.1290025,0.278133
419,2023-06-25,0.26327938,0.60294163,0.13377899
420,2023-06-26,0.4860155,0.25341505,0.26056945
421,2023-06-27,0.5218791,0.30134302,0.17677793
422,2023-06-28,0.5746453,0.2753006,0.15005413
423,2023-06-29,0.51229805,0.33098334,0.15671866
424,2023-06-30,0.44560802,0.3501734,0.20421858
425,2023-07-01,0.57157713,0.3234205,0.10500241
426,2023-07-02,0.39590833,0.46528435,0.13880736
427,2023-07-03,0.46768534,0.4410444,0.09127027
428,2023-07-04,0.5800522,0.21225053,0.2076973
429,2023-07-05,0.5036984,0.3118407,0.18446085
430,2023-07-06,0.46110147,0.38063756,0.15826099
431,2023-07-07,0.4763674,0.3209832,0.20264941
432,2023-07-08,0.45204005,0.31007564,0.23788433
433,2023-07-09,0.47541133,0.25231692,0.27227178
434,2023-07-10,0.5138243,0.30876324,0.17741248
435,2023-07-11,0.54288185,0.29306135,0.16405678
436,2023-07-12,0.50140166,0.3100872,0.18851116
437,2023-07-13,0.46632564,0.35927907,0.17439526
438,2023-07-14,0.39383233,0.41228187,0.19388582
439,2023-07-15,0.42465684,0.37469006,0.2006531
440,2023-07-16,0.4653716,0.43617603,0.09845239
441,2023-07-17,0.4393407,0.3554528,0.2052065
442,2023-07-18,0.39578694,0.4489964,0.15521668
443,2023-07-19,0.38318732,0.38303772,0.23377496
444,2023-07-20,0.40891436,0.36443493,0.22665071
445,2023-07-21,0.43562514,0.3889668,0.17540805
446,2023-07-22,0.5694056,0.22008438,0.21050999
447,2023-07-23,0.67838657,0.20846966,0.113143764
448,2023-07-24,0.45002794,0.32556573,0.22440632
449,2023-07-25,0.4072829,0.38773224,0.20498486
450,2023-07-26,0.39896786,0.41494566,0.18608646
451,2023-07-27,0.35237017,0.49298838,0.15464146
452,2023-07-28,0.40045035,0.41650754,0.1830421
453,2023-07-29,0.5083563,0.39198464,0.09965908
454,2023-07-30,0.42756042,0.43045712,0.14198248
455,2023-07-31,0.46260342,0.35044372,0.18695286
456,2023-08-01,0.3833815,0.35433498,0.26228356
457,2023-08-02,0.4185056,0.26234025,0.3191541
458,2023-08-03,0.37555498,0.35642835,0.26801673
459,2023-08-04,0.3166264,0.43637964,0.24699396
460,2023-08-05,0.5753882,0.29101622,0.13359559
461,2023-08-06,0.3872162,0.41838214,0.1944017
462,2023-08-07,0.53624153,0.28936177,0.17439671
463,2023-08-08,0.4491392,0.30251247,0.2483483
464,2023-08-09,0.45562842,0.2925123,0.2518593
465,2023-08-10,0.5638166,0.24597688,0.19020653
466,2023-08-11,0.5875669,0.23205087,0.18038222
467,2023-08-12,0.578153,0.3464323,0.07541465
468,2023-08-13,0.62449825,0.26871577,0.10678593
469,2023-08-14,0.4801024,0.3517412,0.16815645
470,2023-08-15,0.5664322,0.25116295,0.18240488
471,2023-08-16,0.47993106,0.2773024,0.24276653
472,2023-08-17,0.38114858,0.4245302,0.19432123
473,2023-08-18,0.5413324,0.24671829,0.21194929
474,2023-08-19,0.46591604,0.12425473,0.40982926
475,2023-08-20,0.4087088,0.31633246,0.27495873
476,2023-08-21,0.51725817,0.3146742,0.1680676
477,2023-08-22,0.4489679,0.38966066,0.16137145
478,2023-08-23,0.46274093,0.34904933,0.18820971
479,2023-08-24,0.42431104,0.3918822,0.18380673
480,2023-08-25,0.57087207,0.27973112,0.14939678
481,2023-08-26,0.43298817,0.39807555,0.1689363
482,2023-08-27,0.45905498,0.3701706,0.17077439
483,2023-08-28,0.5221001,0.27406356,0.20383632
484,2023-08-29,0.531979,0.30710012,0.16092084
485,2023-08-30,0.47769648,0.33884403,0.1834595
486,2023-08-31,0.4997521,0.3613074,0.13894047
487,2023-09-01,0.52898335,0.34560904,0.12540767
488,2023-09-02,0.21548313,0.48325288,0.301264
489,2023-09-03,0.6340828,0.15678662,0.20913057
490,2023-09-04,0.39569244,0.46731296,0.13699459
491,2023-09-05,0.59127253,0.23854274,0.17018476
492,2023-09-06,0.49754316,0.26587015,0.23658668
493,2023-09-07,0.54246235,0.24680522,0.21073242
494,2023-09-08,0.4971062,0.25875857,0.24413528
495,2023-09-09,0.45089495,0.3667064,0.18239863
496,2023-09-10,0.72553015,0.14306046,0.13140939
497,2023-09-11,0.5072958,0.33787522,0.15482901
498,2023-09-12,0.46415243,0.31074214,0.22510542
499,2023-09-13,0.5199744,0.30286813,0.17715746
500,2023-09-14,0.5620486,0.2690044,0.16894697
501,2023-09-15,0.5194061,0.2474318,0.23316212
502,2023-09-16,0.34663287,0.45017695,0.2031902
503,2023-09-17,0.57680106,0.18142551,0.2417734
504,2023-09-18,0.46428874,0.3559686,0.17974266
505,2023-09-19,0.5050833,0.30616206,0.18875465
506,2023-09-20,0.54765093,0.29153633,0.1608128
507,2023-09-21,0.5519815,0.266805,0.1812135
508,2023-09-22,0.4756453,0.31362095,0.21073377
509,2023-09-23,0.55232155,0.357252,0.09042643
510,2023-10-04,0.56161034,0.29799294,0.1403967
511,2023-10-05,0.5678442,0.29955631,0.13259949
512,2023-10-06,0.51900494,0.28325388,0.19774114
513,2023-10-07,0.60305965,0.25268218,0.14425817
514,2023-10-08,0.61934423,0.26189128,0.11876447
515,2023-10-09,0.53617483,0.30481216,0.159013
516,2023-10-10,0.52638954,0.32020423,0.15340623
517,2023-10-11,0.51364976,0.31599548,0.17035475
518,2023-10-12,0.5393212,0.25544658,0.20523226
