,datetime,neutral,positive,negative
512,2023-10-06,0.4563933,0.34421262,0.19939405
513,2023-10-07,0.3505856,0.44062218,0.2087922
514,2023-10-08,0.55357397,0.32322106,0.12320498
515,2023-10-09,0.48248255,0.35408497,0.16343248
516,2023-10-10,0.43913472,0.3860531,0.17481223
517,2023-10-11,0.4566126,0.36204073,0.18134668
518,2023-10-12,0.48200598,0.3042543,0.21373974
519,2023-10-13,0.3660571,0.41816097,0.21578193
520,2023-10-14,0.3853041,0.23350446,0.38119143
521,2023-10-15,0.4130536,0.3243993,0.26254714
522,2023-10-16,0.3511781,0.3954079,0.253414
523,2023-10-17,0.37912908,0.35920805,0.26166284
524,2023-10-18,0.37700966,0.36540645,0.2575839
525,2023-10-19,0.30082294,0.39639625,0.3027808
526,2023-10-20,0.4186913,0.29759833,0.28371033
527,2023-10-21,0.3339335,0.3753835,0.29068297
528,2023-10-22,0.48178342,0.3098061,0.20841046
529,2023-10-23,0.4489024,0.33746248,0.21363512
530,2023-10-24,0.37770453,0.4266866,0.19560888
531,2023-10-25,0.3435556,0.4104157,0.2460287
532,2023-10-26,0.34125906,0.38623875,0.27250218
533,2023-10-27,0.40965286,0.38757345,0.20277372
534,2023-10-28,0.6401359,0.2476562,0.112207875
535,2023-10-29,0.45929286,0.28807533,0.2526318
536,2023-10-30,0.45370355,0.37834382,0.16795261
537,2023-10-31,0.34824848,0.41139972,0.24035178
538,2023-11-01,0.45190018,0.38161418,0.16648565
539,2023-11-02,0.44021562,0.40662464,0.15315972
540,2023-11-03,0.4301366,0.27346113,0.29640234
541,2023-11-04,0.51673,0.27934605,0.20392396
542,2023-11-05,0.5290299,0.33508182,0.13588823
543,2023-11-06,0.5354864,0.2678777,0.19663593
544,2023-11-07,0.44805306,0.38697633,0.16497064
545,2023-11-08,0.4308284,0.35451266,0.21465893
546,2023-11-09,0.47047904,0.34351528,0.1860057
547,2023-11-10,0.3997452,0.42086214,0.17939268
548,2023-11-11,0.63683665,0.19130707,0.17185624
549,2023-11-12,0.40723678,0.291445,0.30131826
550,2023-11-13,0.5062917,0.29714203,0.19656631
551,2023-11-14,0.46053055,0.38110408,0.15836538
552,2023-11-15,0.4149651,0.43311065,0.15192424
553,2023-11-16,0.40327162,0.3053113,0.29141712
554,2023-11-17,0.50305766,0.27473703,0.22220531
555,2023-11-18,0.6172973,0.2682295,0.114473216
556,2023-11-19,0.55535305,0.30165708,0.14298987
557,2023-11-20,0.51347774,0.34311125,0.14341098
558,2023-11-21,0.4312693,0.34309408,0.22563662
559,2023-11-22,0.34365198,0.37504727,0.28130072
560,2023-11-23,0.5292885,0.24521719,0.22549435
561,2023-11-24,0.00075857545,0.99884427,0.0003971171
